slug,display_name_en,category,muscle_group,confidence,duplicate_of_existing_slug,source_folder_en,source_filename_reference_only,unresolved_terms_debug,source_abs_path
dips-on-chair,Dips on chair,calisthenics,,high,no,Calisthenics,Dips na cadeira.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Dips na cadeira.gif
raise-of-standing-calf-raise,Raise of standing calf raise,calisthenics,,high,no,Calisthenics,Elevação de panturrilha em pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Elevação de panturrilha em pé.gif
raise-of-calf-in-one-leg,Raise of calf in one leg,calisthenics,,high,no,Calisthenics,Elevação de Panturrilha em Uma Perna.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Elevação de Panturrilha em Uma Perna.gif
raise-of-hip-with-bodyweight,Raise of hip with bodyweight,calisthenics,,high,no,Calisthenics,Elevação de Quadril com Peso Corporal.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Elevação de Quadril com Peso Corporal.gif
lateral-raise-with-towel-against-wall,Lateral raise with towel against wall,calisthenics,,high,no,Calisthenics,Elevação lateral com toalha na parede.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Elevação lateral com toalha na parede.gif
raise-pelvic-decline,Raise pelvic decline,calisthenics,,high,no,Calisthenics,Elevação Pélvica Declinado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Elevação Pélvica Declinado.gif
raises-of-shoulders-on-parallel-bar,Raises of shoulders on parallel bar,calisthenics,,high,no,Calisthenics,Elevações de ombros na paralela.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Elevações de ombros na paralela.gif
extension-of-triceps,Extension of triceps,calisthenics,,high,no,Calisthenics,Extensão de tríceps.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Extensão de tríceps.gif
flexion-with-bars-of-support,Flexion with bars of support,calisthenics,,high,no,Calisthenics,Flexão com barras de apoio.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão com barras de apoio.gif
flexion-with-crossover-of-the-arms,Flexion with crossover of the arms,calisthenics,,high,no,Calisthenics,Flexão com Cruzamento dos Braços.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão com Cruzamento dos Braços.gif
flexion-with-kettlebell-deep,Flexion with kettlebell deep,calisthenics,,high,no,Calisthenics,Flexão com kettlebell profunda.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão com kettlebell profunda.gif
flexion-with-handstand-of-hands,Flexion with handstand of hands,calisthenics,,high,no,Calisthenics,Flexão com parada de mãos.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão com parada de mãos.gif
flexion-weighted,Flexion weighted,calisthenics,,high,no,Calisthenics,Flexão com peso.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão com peso.gif
flexion-with-touch-on-chest,Flexion with touch on chest,calisthenics,,high,no,Calisthenics,Flexão com Toque no Peito.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão com Toque no Peito.gif
flexion-with-touch-on-toes-of-the-feet,Flexion with touch on toes of the feet,calisthenics,,high,no,Calisthenics,Flexão com Toque nos Dedos dos Pés.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão com Toque nos Dedos dos Pés.gif
flexion-with-one-arm,Flexion with one arm,calisthenics,,high,no,Calisthenics,Flexão com um braço.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão com um braço.gif
push-up-with-adduction-of-the-scapula,Push-up with adduction of the scapula,calisthenics,,high,no,Calisthenics,Flexão de braço com adução da escapula.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de braço com adução da escapula.gif
push-up-with-arching,Push-up with arching,calisthenics,,high,no,Calisthenics,Flexão de Braço com Arqueamento.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Braço com Arqueamento.gif
push-up-with-ball-of-stability,Push-up with ball of stability,calisthenics,,high,no,Calisthenics,Flexão de Braço com Bola de Estabilidade.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Braço com Bola de Estabilidade.gif
push-up-with-ball-medicine-with-support-in-one-arm,Push-up with ball medicine with support in one arm,calisthenics,,high,no,Calisthenics,Flexão de Braço com Bola Medicinal com Apoio em Um Braço.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Braço com Bola Medicinal com Apoio em Um Braço.gif
push-up-with-clap,Push-up with clap,calisthenics,,high,no,Calisthenics,Flexão de braço com palmas.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de braço com palmas.gif
push-up-with-one-leg,Push-up with one leg,calisthenics,,high,no,Calisthenics,Flexão de Braço com Uma Perna.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Braço com Uma Perna.gif
push-up-decline-with-ball-of-stability,Push-up decline with ball of stability,calisthenics,,high,no,Calisthenics,Flexão de Braço Declinada com Bola de Estabilidade.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Braço Declinada com Bola de Estabilidade.gif
push-up-against-wall-with-close-grip,Push-up against wall with close grip,calisthenics,,high,no,Calisthenics,Flexão de Braço na Parede com Pegada Fechada.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Braço na Parede com Pegada Fechada.gif
flexion-of-arms-with-support-of-the-knees-closed,Flexion of arms with support of the knees closed,calisthenics,,high,no,Calisthenics,Flexão de Braços com Apoio dos Joelhos Fechada.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Braços com Apoio dos Joelhos Fechada.gif
flexion-of-arms-with-touch-on-shoulder,Flexion of arms with touch on shoulder,calisthenics,,high,no,Calisthenics,Flexão de Braços com Toque no Ombro.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Braços com Toque no Ombro.gif
flexion-of-elbows-on-bar,Flexion of elbows on bar,calisthenics,,high,no,Calisthenics,Flexão de Cotovelos na Barra.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Cotovelos na Barra.gif
flexion-of-toes,Flexion of toes,calisthenics,,high,no,Calisthenics,Flexão de Dedos.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Dedos.gif
flexion-of-diamond-of-knees,Flexion of diamond of knees,calisthenics,,high,no,Calisthenics,Flexão de diamante de joelhos.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de diamante de joelhos.gif
flexion-of-knees,Flexion of knees,calisthenics,,high,no,Calisthenics,Flexão de joelhos.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de joelhos.gif
flexion-of-wall,Flexion of wall,calisthenics,,high,no,Calisthenics,Flexão de Parede.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Parede.gif
flexion-of-chest-with-trx,Flexion of chest with trx,calisthenics,,high,no,Calisthenics,Flexão de Peito com TRX.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Peito com TRX.gif
leg-curl-with-dumbbells-in-lying-lat,Leg curl with dumbbells in lying lat,calisthenics,,high,no,Calisthenics,Flexão de Perna com Halteres em Decúbito Dorsal.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Perna com Halteres em Decúbito Dorsal.gif
flexion-of-legs-with-towel,Flexion of legs with towel,calisthenics,,high,no,Calisthenics,Flexão de pernas com toalha.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de pernas com toalha.gif
flexion-of-pivot-with-bench,Flexion of pivot with bench,calisthenics,,high,no,Calisthenics,Flexão de pivô com banco.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de pivô com banco.gif
flexion-of-pivot-between-chairs,Flexion of pivot between chairs,calisthenics,,high,no,Calisthenics,Flexão de pivô entre cadeiras.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de pivô entre cadeiras.gif
flexion-of-wrist-closed,Flexion of wrist closed,calisthenics,,high,no,Calisthenics,Flexão de Punho Fechado.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Punho Fechado.gif
flexion-of-drop,Flexion of drop,calisthenics,,high,no,Calisthenics,Flexão de Queda.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de Queda.gif
flexion-of-one-arm-with-support,Flexion of one arm with support,calisthenics,,high,no,Calisthenics,Flexão de um braço com apoio.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de um braço com apoio.gif
flexion-of-one-arm-with-ball-medicine,Flexion of one arm with ball medicine,calisthenics,,high,no,Calisthenics,Flexão de um braço com bola medicinal.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão de um braço com bola medicinal.gif
flexion-diamond,Flexion diamond,calisthenics,,high,no,Calisthenics,Flexão diamante.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão diamante.gif
flexion-in-pivot,Flexion in pivot,calisthenics,,high,no,Calisthenics,Flexão em pivô.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão em pivô.gif
flexion-closed-with-ball-medicine,Flexion closed with ball medicine,calisthenics,,high,no,Calisthenics,Flexão Fechada com bola medicinal.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão Fechada com bola medicinal.gif
flexion-hindu-modified,Flexion hindu modified,calisthenics,,high,no,Calisthenics,Flexão hindu modificada.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão hindu modificada.gif
flexion-incline,Flexion incline,calisthenics,,high,no,Calisthenics,Flexão inclinada.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão inclinada.gif
flexion-reversed,Flexion reversed,calisthenics,,high,no,Calisthenics,Flexão Invertida.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão Invertida.gif
flexion-against-wall,Flexion against wall,calisthenics,,high,no,Calisthenics,Flexão na parede.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão na parede.gif
flexion-plus,Flexion plus,calisthenics,,high,no,Calisthenics,Flexão plus.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão plus.gif
flexion-reverse-with-elbows,Flexion reverse with elbows,calisthenics,,high,no,Calisthenics,Flexão reversa com cotovelos.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão reversa com cotovelos.gif
flexion,Flexion,calisthenics,,high,no,Calisthenics,Flexão.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexão.gif
flexions-of-support-of-hand-against-wall,Flexions of support of hand against wall,calisthenics,,high,no,Calisthenics,Flexões de apoio de mão na parede.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexões de apoio de mão na parede.gif
flexions-hindu,Flexions hindu,calisthenics,,high,no,Calisthenics,Flexões hindu.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Flexões hindu.gif
impossible-dips,Impossible dips,calisthenics,,needs_review,no,Calisthenics,Impossible Dips.gif,impossible,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Impossible Dips.gif
raise-of-calf-with-support-and-overload,Raise of calf with support and overload,calisthenics,,high,no,Calisthenics,Levantamento de panturrilha com apoio e sobrecarga.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Levantamento de panturrilha com apoio e sobrecarga.gif
deadlift-unilateral,Deadlift unilateral,calisthenics,,high,no,Calisthenics,Levantamento Terra Unilateral.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Levantamento Terra Unilateral.gif
dip-korean,Dip korean,calisthenics,,high,no,Calisthenics,Mergulho Coreano.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Mergulho Coreano.gif
dip-of-triceps,Dip of triceps,calisthenics,,high,no,Calisthenics,Mergulho de tríceps.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Mergulho de tríceps.gif
dips-for-triceps-on-floor,Dips for triceps on floor,calisthenics,,high,no,Calisthenics,Mergulhos para tríceps no chão.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Mergulhos para tríceps no chão.gif
muscle-up,Muscle up,calisthenics,,high,no,Calisthenics,Muscle up.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Muscle up.gif
parallel-bar,Parallel bar,calisthenics,,high,no,Calisthenics,Paralela.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Paralela.gif
parallel-bars-between-chairs,Parallel bars between chairs,calisthenics,,high,no,Calisthenics,Paralelas entre Cadeiras.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Paralelas entre Cadeiras.gif
parallel-bars-on-gymnastic-ring,Parallel bars on gymnastic ring,calisthenics,,high,no,Calisthenics,Paralelas na Argola.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Paralelas na Argola.gif
parallel-bars-on-bar,Parallel bars on bar,calisthenics,,high,no,Calisthenics,Paralelas na Barra.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Paralelas na Barra.gif
planche-with-push-up,Planche with push-up,calisthenics,,high,no,Calisthenics,Planche com Flexão de Braço.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Planche com Flexão de Braço.gif
planche,Planche,calisthenics,,high,no,Calisthenics,Planche.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Planche.gif
bridge-in-unilateral,Bridge in unilateral,calisthenics,,high,no,Calisthenics,Ponte em Unilateral.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Ponte em Unilateral.gif
jump-of-impulse-of-hip-of-one-leg,Jump of impulse of hip of one leg,calisthenics,,high,no,Calisthenics,Pulo de impulso de quadril de uma perna.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Pulo de impulso de quadril de uma perna.gif
pulldown-scapular-on-bar-pull-up,Pulldown scapular on bar pull-up,calisthenics,,high,no,Calisthenics,Puxada escapular na barra fixa.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Puxada escapular na barra fixa.gif
pulldown-front-lever,Pulldown front lever,calisthenics,,high,no,Calisthenics,Puxada Front Lever.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Puxada Front Lever.gif
pulldown-isometric,Pulldown isometric,calisthenics,,high,no,Calisthenics,Puxada isométrica.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Puxada isométrica.gif
row-with-weight-of-the-body-on-doorway,Row with weight of the body on doorway,calisthenics,,high,no,Calisthenics,Remada com o Peso do Corpo na Porta.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Remada com o Peso do Corpo na Porta.gif
row-reversed-with-gymnastic-rings,Row reversed with gymnastic rings,calisthenics,,high,no,Calisthenics,Remada Invertida Com Argolas.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Remada Invertida Com Argolas.gif
row-reversed-on-table,Row reversed on table,calisthenics,,high,no,Calisthenics,Remada Invertida na Mesa.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Remada Invertida na Mesa.gif
curl-concentrated-with-leg,Curl concentrated with leg,calisthenics,,high,no,Calisthenics,Rosca concentrada com perna.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Rosca concentrada com perna.gif
jump-in-box-with-one-leg,Jump in box with one leg,calisthenics,,high,no,Calisthenics,Salto em Caixa com uma Perna.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Salto em Caixa com uma Perna.gif
jump-in-distance,Jump in distance,calisthenics,,high,no,Calisthenics,Salto em Distância.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Salto em Distância.gif
jump-on-box-for-squat-pistola,Jump on box for squat pistola,calisthenics,,high,no,Calisthenics,Salto na Caixa para Agachamento Pistola.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Salto na Caixa para Agachamento Pistola.gif
jump-for-box-2-for-1,Jump for box 2 for 1,calisthenics,,high,no,Calisthenics,Salto para Caixa 2 para 1.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Salto para Caixa 2 para 1.gif
suspension-passive,Suspension passive,calisthenics,,high,no,Calisthenics,Suspensão Passiva.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Suspensão Passiva.gif
swing-360,Swing 360,calisthenics,,needs_review,no,Calisthenics,Swing 360.gif,swing,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\6° GIFs DE CALISTENIA\Swing 360.gif
abduction-of-hip-with-band,Abduction of hip with band,functional_hiit,,high,no,Functional / HIIT,Abdução de Quadril com Faixa.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Abdução de Quadril com Faixa.gif
abduction-of-hip-in-side-lying,Abduction of hip in side-lying,functional_hiit,,high,no,Functional / HIIT,Abdução de Quadril em Decúbito Lateral.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Abdução de Quadril em Decúbito Lateral.gif
abduction-of-hip-standing,Abduction of hip standing,functional_hiit,,high,no,Functional / HIIT,Abdução de Quadril em Pé.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Abdução de Quadril em Pé.gif
abduction-of-hip-lateral,Abduction of hip lateral,functional_hiit,,high,no,Functional / HIIT,Abdução de Quadril Lateral.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Abdução de Quadril Lateral.gif
abduction-of-hip-seated-with-resistance-band,Abduction of hip seated with resistance band,functional_hiit,,high,no,Functional / HIIT,Abdução de Quadril Sentado com Faixa Elástica.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Abdução de Quadril Sentado com Faixa Elástica.gif
adduction-of-shoulder-with-resistance-band,Adduction of shoulder with resistance band,functional_hiit,,high,no,Functional / HIIT,Adução de Ombro com Faixa Elástica.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Adução de Ombro com Faixa Elástica.gif
lunge-alternating-with-jump,Lunge alternating with jump,functional_hiit,,high,no,Functional / HIIT,Afundo Alternado com Salto.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Afundo Alternado com Salto.gif
lunge-with-gymstick,Lunge with gymstick,functional_hiit,,high,no,Functional / HIIT,Afundo com Gymstick.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Afundo com Gymstick.gif
lunge-lateral,Lunge lateral,functional_hiit,,high,no,Functional / HIIT,Afundo Lateral.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Afundo Lateral.gif
lunge-on-bench,Lunge on bench,functional_hiit,,high,yes,Functional / HIIT,Afundo no banco.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Afundo no banco.gif
lunge,Lunge,functional_hiit,,high,yes,Functional / HIIT,Afundo.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Afundo.gif
squat-bulgarian-with-bodyweight,Squat bulgarian with bodyweight,functional_hiit,,high,yes,Functional / HIIT,Agachamento Búlgaro com Peso Corporal.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento Búlgaro com Peso Corporal.gif
squat-bulgarian-with-jump,Squat bulgarian with jump,functional_hiit,,high,yes,Functional / HIIT,Agachamento búlgaro com salto.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento búlgaro com salto.gif
squat-shrimp,Squat shrimp,functional_hiit,,high,yes,Functional / HIIT,Agachamento Camarão.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento Camarão.gif
squat-with-side-kick-and-heel-touch,Squat with side kick and heel touch,functional_hiit,,high,no,Functional / HIIT,Agachamento com Chute Lateral e Toque no Calcanhar.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento com Chute Lateral e Toque no Calcanhar.gif
squat-with-knee-raise,Squat with knee raise,functional_hiit,,high,no,Functional / HIIT,Agachamento com Elevação dos Joelhos.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento com Elevação dos Joelhos.gif
squat-with-resistance-band-in-lunge,Squat with resistance band in lunge,functional_hiit,,high,no,Functional / HIIT,Agachamento com Faixa Elástica em Afundo.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento com Faixa Elástica em Afundo.gif
squat-with-resistance-band-over-head,Squat with resistance band over head,functional_hiit,,high,no,Functional / HIIT,Agachamento com Faixa Elástica sobre a Cabeça.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento com Faixa Elástica sobre a Cabeça.gif
squat-with-gymstick,Squat with gymstick,functional_hiit,,high,no,Functional / HIIT,Agachamento com Gymstick.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento com Gymstick.gif
squat-with-jump,Squat with jump,functional_hiit,,high,yes,Functional / HIIT,Agachamento com Salto.gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\7° GIFs DE ENTRENAMIENTO FUNCIONAL Y HIIT\Agachamento com Salto.gif
